unq.sample,phageORhost,trt,line,transfer,ancestor,seed.bank,phage_trt,subpop,seq_run,raw_R1,raw_R2,ddup_R1,ddup_R2,ancestor_fasta,ancestor_gff
WLCt-L3-T1,host,WLCt,L3,T1,delta6-ANC,long_seed_bank,noPhage,revived_spore,GSF2957,data/input/fastq/host/GSF2957-WLCt-L3-T1-SB_S27_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WLCt-L3-T1-SB_S27_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLCt-L3-T1-rS_S27_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLCt-L3-T1-rS_S27_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLCt-L3-T1,host,WLCt,L3,T1,delta6-ANC,long_seed_bank,noPhage,revived_total,GSF2957,data/input/fastq/host/GSF2957-WLCt-L3-T1-veg_S12_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WLCt-L3-T1-veg_S12_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLCt-L3-T1-rV_S12_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLCt-L3-T1-rV_S12_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLCt-L3-T4,host,WLCt,L3,T4,delta6-ANC,long_seed_bank,noPhage,revived_spore,GSF2957,data/input/fastq/host/GSF2957-WLCt-L3-T4-SB_S57_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WLCt-L3-T4-SB_S57_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLCt-L3-T4-rS_S57_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLCt-L3-T4-rS_S57_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLCt-L3-T4,host,WLCt,L3,T4,delta6-ANC,long_seed_bank,noPhage,revived_total,GSF2957,data/input/fastq/host/GSF2957-WLCt-L3-T4-veg_S42_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WLCt-L3-T4-veg_S42_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLCt-L3-T4-rV_S42_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLCt-L3-T4-rV_S42_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L1-T1,host,WLO,L1,T1,delta6-ANC,long_seed_bank,SPO1,revived_spore,GSF2957,data/input/fastq/host/GSF2957-WLO-L1-T1-SB_S19_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WLO-L1-T1-SB_S19_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L1-T1-rS_S19_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L1-T1-rS_S19_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L1-T1,host,WLO,L1,T1,delta6-ANC,long_seed_bank,SPO1,revived_total,GSF2957,data/input/fastq/host/GSF2957-WLO-L1-T1-veg_S1_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WLO-L1-T1-veg_S1_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L1-T1-rV_S1_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L1-T1-rV_S1_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L1-T4,host,WLO,L1,T4,delta6-ANC,long_seed_bank,SPO1,revived_spore,GSF2957,data/input/fastq/host/GSF2957-WLO-L1-T4-SB_S49_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WLO-L1-T4-SB_S49_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L1-T4-rS_S49_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L1-T4-rS_S49_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L1-T4,host,WLO,L1,T4,delta6-ANC,long_seed_bank,SPO1,revived_total,GSF2957,data/input/fastq/host/GSF2957-WLO-L1-T4-veg_S31_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WLO-L1-T4-veg_S31_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L1-T4-rV_S31_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L1-T4-rV_S31_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L2-T1,host,WLO,L2,T1,delta6-ANC,long_seed_bank,SPO1,revived_spore,GSF2957,data/input/fastq/host/GSF2957-WLO-L2-T1-SB_S20_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WLO-L2-T1-SB_S20_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L2-T1-rS_S20_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L2-T1-rS_S20_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L2-T1,host,WLO,L2,T1,delta6-ANC,long_seed_bank,SPO1,revived_total,GSF2957,data/input/fastq/host/GSF2957-WLO-L2-T1-veg_S2_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WLO-L2-T1-veg_S2_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L2-T1-rV_S2_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L2-T1-rV_S2_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L2-T4,host,WLO,L2,T4,delta6-ANC,long_seed_bank,SPO1,revived_spore,GSF2957,data/input/fastq/host/GSF2957-WLO-L2-T4-SB_S50_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WLO-L2-T4-SB_S50_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L2-T4-rS_S50_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L2-T4-rS_S50_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L2-T4,host,WLO,L2,T4,delta6-ANC,long_seed_bank,SPO1,revived_total,GSF2957,data/input/fastq/host/GSF2957-WLO-L2-T4-veg_S32_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WLO-L2-T4-veg_S32_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L2-T4-rV_S32_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L2-T4-rV_S32_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L3-T1,host,WLO,L3,T1,delta6-ANC,long_seed_bank,SPO1,revived_spore,GSF2957,data/input/fastq/host/GSF2957-WLO-L3-T1-SB_S21_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WLO-L3-T1-SB_S21_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L3-T1-rS_S21_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L3-T1-rS_S21_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L3-T1,host,WLO,L3,T1,delta6-ANC,long_seed_bank,SPO1,revived_total,GSF2957,data/input/fastq/host/GSF2957-WLO-L3-T1-veg_S3_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WLO-L3-T1-veg_S3_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L3-T1-rV_S3_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L3-T1-rV_S3_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L3-T4,host,WLO,L3,T4,delta6-ANC,long_seed_bank,SPO1,revived_spore,GSF2957,data/input/fastq/host/GSF2957-WLO-L3-T4-SB_S51_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WLO-L3-T4-SB_S51_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L3-T4-rS_S51_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L3-T4-rS_S51_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L3-T4,host,WLO,L3,T4,delta6-ANC,long_seed_bank,SPO1,revived_total,GSF2957,data/input/fastq/host/GSF2957-WLO-L3-T4-veg_S33_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WLO-L3-T4-veg_S33_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L3-T4-rV_S33_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WLO-L3-T4-rV_S33_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L1-T1,host,WSCt,L1,T1,delta6-ANC,short_seed_bank,noPhage,revived_spore,GSF2957,data/input/fastq/host/GSF2957-WSCt-L1-T1-SB_S28_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSCt-L1-T1-SB_S28_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L1-T1-rS_S28_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L1-T1-rS_S28_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L1-T1,host,WSCt,L1,T1,delta6-ANC,short_seed_bank,noPhage,revived_total,GSF2957,data/input/fastq/host/GSF2957-WSCt-L1-T1-veg_S13_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSCt-L1-T1-veg_S13_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L1-T1-rV_S13_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L1-T1-rV_S13_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L1-T4,host,WSCt,L1,T4,delta6-ANC,short_seed_bank,noPhage,revived_spore,GSF2957,data/input/fastq/host/GSF2957-WSCt-L1-T4-SB_S58_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSCt-L1-T4-SB_S58_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L1-T4-rS_S58_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L1-T4-rS_S58_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L1-T4,host,WSCt,L1,T4,delta6-ANC,short_seed_bank,noPhage,revived_total,GSF2957,data/input/fastq/host/GSF2957-WSCt-L1-T4-veg_S43_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSCt-L1-T4-veg_S43_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L1-T4-rV_S43_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L1-T4-rV_S43_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L2-T1,host,WSCt,L2,T1,delta6-ANC,short_seed_bank,noPhage,revived_spore,GSF2957,data/input/fastq/host/GSF2957-WSCt-L2-T1-SB_S29_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSCt-L2-T1-SB_S29_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L2-T1-rS_S29_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L2-T1-rS_S29_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L2-T1,host,WSCt,L2,T1,delta6-ANC,short_seed_bank,noPhage,revived_total,GSF2957,data/input/fastq/host/GSF2957-WSCt-L2-T1-veg_S14_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSCt-L2-T1-veg_S14_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L2-T1-rV_S14_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L2-T1-rV_S14_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L2-T4,host,WSCt,L2,T4,delta6-ANC,short_seed_bank,noPhage,revived_spore,GSF2957,data/input/fastq/host/GSF2957-WSCt-L2-T4-SB_S59_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSCt-L2-T4-SB_S59_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L2-T4-rS_S59_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L2-T4-rS_S59_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L2-T4,host,WSCt,L2,T4,delta6-ANC,short_seed_bank,noPhage,revived_total,GSF2957,data/input/fastq/host/GSF2957-WSCt-L2-T4-veg_S44_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSCt-L2-T4-veg_S44_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L2-T4-rV_S44_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L2-T4-rV_S44_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L3-T1,host,WSCt,L3,T1,delta6-ANC,short_seed_bank,noPhage,revived_spore,GSF2957,data/input/fastq/host/GSF2957-WSCt-L3-T1-SB_S30_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSCt-L3-T1-SB_S30_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L3-T1-rS_S30_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L3-T1-rS_S30_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L3-T1,host,WSCt,L3,T1,delta6-ANC,short_seed_bank,noPhage,revived_total,GSF2957,data/input/fastq/host/GSF2957-WSCt-L3-T1-veg_S15_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSCt-L3-T1-veg_S15_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L3-T1-rV_S15_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L3-T1-rV_S15_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L3-T4,host,WSCt,L3,T4,delta6-ANC,short_seed_bank,noPhage,revived_spore,GSF2957,data/input/fastq/host/GSF2957-WSCt-L3-T4-SB_S60_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSCt-L3-T4-SB_S60_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L3-T4-rS_S60_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L3-T4-rS_S60_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L3-T4,host,WSCt,L3,T4,delta6-ANC,short_seed_bank,noPhage,revived_total,GSF2957,data/input/fastq/host/GSF2957-WSCt-L3-T4-veg_S45_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSCt-L3-T4-veg_S45_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L3-T4-rV_S45_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSCt-L3-T4-rV_S45_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L1-T1,host,WSO,L1,T1,delta6-ANC,short_seed_bank,SPO1,revived_spore,GSF2957,data/input/fastq/host/GSF2957-WSO-L1-T1-SB_S22_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSO-L1-T1-SB_S22_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L1-T1-rS_S22_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L1-T1-rS_S22_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L1-T1,host,WSO,L1,T1,delta6-ANC,short_seed_bank,SPO1,revived_total,GSF2957,data/input/fastq/host/GSF2957-WSO-L1-T1-veg_S4_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSO-L1-T1-veg_S4_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L1-T1-rV_S4_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L1-T1-rV_S4_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L1-T4,host,WSO,L1,T4,delta6-ANC,short_seed_bank,SPO1,revived_spore,GSF2957,data/input/fastq/host/GSF2957-WSO-L1-T4-SB_S52_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSO-L1-T4-SB_S52_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L1-T4-rS_S52_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L1-T4-rS_S52_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L1-T4,host,WSO,L1,T4,delta6-ANC,short_seed_bank,SPO1,revived_total,GSF2957,data/input/fastq/host/GSF2957-WSO-L1-T4-veg_S34_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSO-L1-T4-veg_S34_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L1-T4-rV_S34_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L1-T4-rV_S34_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L2-T1,host,WSO,L2,T1,delta6-ANC,short_seed_bank,SPO1,revived_spore,GSF2957,data/input/fastq/host/GSF2957-WSO-L2-T1-SB_S23_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSO-L2-T1-SB_S23_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L2-T1-rS_S23_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L2-T1-rS_S23_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L2-T1,host,WSO,L2,T1,delta6-ANC,short_seed_bank,SPO1,revived_total,GSF2957,data/input/fastq/host/GSF2957-WSO-L2-T1-veg_S5_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSO-L2-T1-veg_S5_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L2-T1-rV_S5_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L2-T1-rV_S5_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L2-T4,host,WSO,L2,T4,delta6-ANC,short_seed_bank,SPO1,revived_spore,GSF2957,data/input/fastq/host/GSF2957-WSO-L2-T4-SB_S53_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSO-L2-T4-SB_S53_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L2-T4-rS_S53_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L2-T4-rS_S53_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L2-T4,host,WSO,L2,T4,delta6-ANC,short_seed_bank,SPO1,revived_total,GSF2957,data/input/fastq/host/GSF2957-WSO-L2-T4-veg_S35_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSO-L2-T4-veg_S35_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L2-T4-rV_S35_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L2-T4-rV_S35_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L3-T1,host,WSO,L3,T1,delta6-ANC,short_seed_bank,SPO1,revived_spore,GSF2957,data/input/fastq/host/GSF2957-WSO-L3-T1-SB_S24_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSO-L3-T1-SB_S24_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L3-T1-rS_S24_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L3-T1-rS_S24_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L3-T1,host,WSO,L3,T1,delta6-ANC,short_seed_bank,SPO1,revived_total,GSF2957,data/input/fastq/host/GSF2957-WSO-L3-T1-veg_S6_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSO-L3-T1-veg_S6_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L3-T1-rV_S6_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L3-T1-rV_S6_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L3-T4,host,WSO,L3,T4,delta6-ANC,short_seed_bank,SPO1,revived_spore,GSF2957,data/input/fastq/host/GSF2957-WSO-L3-T4-SB_S54_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSO-L3-T4-SB_S54_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L3-T4-rS_S54_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L3-T4-rS_S54_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L3-T4,host,WSO,L3,T4,delta6-ANC,short_seed_bank,SPO1,revived_total,GSF2957,data/input/fastq/host/GSF2957-WSO-L3-T4-veg_S36_R1_001.fastq.gz,data/input/fastq/host/GSF2957-WSO-L3-T4-veg_S36_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L3-T4-rV_S36_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF2957-WSO-L3-T4-rV_S36_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
SNCt-L1-T10,host,SNCt,L1,T10,dspoIIE-ANC,no_seed_bank,noPhage,revived_total,GSF3121,data/input/fastq/host/GSF3121-SNCt-L1-T10-veg_S46_R1_001.fastq.gz,data/input/fastq/host/GSF3121-SNCt-L1-T10-veg_S46_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNCt-L1-T10-rV_S46_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNCt-L1-T10-rV_S46_R2_001.fastq.gz,data/dspoIIE-ANC.fa,data/dspoIIE-ANC.gff3
SNCt-L1-T7,host,SNCt,L1,T7,dspoIIE-ANC,no_seed_bank,noPhage,revived_total,GSF3121,data/input/fastq/host/GSF3121-SNCt-L1-T7-veg_S16_R1_001.fastq.gz,data/input/fastq/host/GSF3121-SNCt-L1-T7-veg_S16_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNCt-L1-T7-rV_S16_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNCt-L1-T7-rV_S16_R2_001.fastq.gz,data/dspoIIE-ANC.fa,data/dspoIIE-ANC.gff3
SNCt-L2-T10,host,SNCt,L2,T10,dspoIIE-ANC,no_seed_bank,noPhage,revived_total,GSF3121,data/input/fastq/host/GSF3121-SNCt-L2-T10-veg_S47_R1_001.fastq.gz,data/input/fastq/host/GSF3121-SNCt-L2-T10-veg_S47_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNCt-L2-T10-rV_S47_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNCt-L2-T10-rV_S47_R2_001.fastq.gz,data/dspoIIE-ANC.fa,data/dspoIIE-ANC.gff3
SNCt-L2-T7,host,SNCt,L2,T7,dspoIIE-ANC,no_seed_bank,noPhage,revived_total,GSF3121,data/input/fastq/host/GSF3121-SNCt-L2-T7-veg_S17_R1_001.fastq.gz,data/input/fastq/host/GSF3121-SNCt-L2-T7-veg_S17_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNCt-L2-T7-rV_S17_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNCt-L2-T7-rV_S17_R2_001.fastq.gz,data/dspoIIE-ANC.fa,data/dspoIIE-ANC.gff3
SNCt-L3-T10,host,SNCt,L3,T10,dspoIIE-ANC,no_seed_bank,noPhage,revived_total,GSF3121,data/input/fastq/host/GSF3121-SNCt-L3-T10-veg_S48_R1_001.fastq.gz,data/input/fastq/host/GSF3121-SNCt-L3-T10-veg_S48_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNCt-L3-T10-rV_S48_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNCt-L3-T10-rV_S48_R2_001.fastq.gz,data/dspoIIE-ANC.fa,data/dspoIIE-ANC.gff3
SNCt-L3-T7,host,SNCt,L3,T7,dspoIIE-ANC,no_seed_bank,noPhage,revived_total,GSF3121,data/input/fastq/host/GSF3121-SNCt-L3-T7-veg_S18_R1_001.fastq.gz,data/input/fastq/host/GSF3121-SNCt-L3-T7-veg_S18_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNCt-L3-T7-rV_S18_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNCt-L3-T7-rV_S18_R2_001.fastq.gz,data/dspoIIE-ANC.fa,data/dspoIIE-ANC.gff3
SNO-L1-T10,host,SNO,L1,T10,dspoIIE-ANC,no_seed_bank,SPO1,revived_total,GSF3121,data/input/fastq/host/GSF3121-SNO-L1-T10-veg_S37_R1_001.fastq.gz,data/input/fastq/host/GSF3121-SNO-L1-T10-veg_S37_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNO-L1-T10-rV_S37_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNO-L1-T10-rV_S37_R2_001.fastq.gz,data/dspoIIE-ANC.fa,data/dspoIIE-ANC.gff3
SNO-L1-T7,host,SNO,L1,T7,dspoIIE-ANC,no_seed_bank,SPO1,revived_total,GSF3121,data/input/fastq/host/GSF3121-SNO-L1-T7-veg_S7_R1_001.fastq.gz,data/input/fastq/host/GSF3121-SNO-L1-T7-veg_S7_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNO-L1-T7-rV_S7_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNO-L1-T7-rV_S7_R2_001.fastq.gz,data/dspoIIE-ANC.fa,data/dspoIIE-ANC.gff3
SNO-L2-T10,host,SNO,L2,T10,dspoIIE-ANC,no_seed_bank,SPO1,revived_total,GSF3121,data/input/fastq/host/GSF3121-SNO-L2-T10-veg_S38_R1_001.fastq.gz,data/input/fastq/host/GSF3121-SNO-L2-T10-veg_S38_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNO-L2-T10-rV_S38_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNO-L2-T10-rV_S38_R2_001.fastq.gz,data/dspoIIE-ANC.fa,data/dspoIIE-ANC.gff3
SNO-L2-T7,host,SNO,L2,T7,dspoIIE-ANC,no_seed_bank,SPO1,revived_total,GSF3121,data/input/fastq/host/GSF3121-SNO-L2-T7-veg_S8_R1_001.fastq.gz,data/input/fastq/host/GSF3121-SNO-L2-T7-veg_S8_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNO-L2-T7-rV_S8_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNO-L2-T7-rV_S8_R2_001.fastq.gz,data/dspoIIE-ANC.fa,data/dspoIIE-ANC.gff3
